Date,Open,High,Low,Close,Adj Close,Volume
03-10-2013,35.009998,35.938,33.599998,34.661999,34.661999,119082500
04-10-2013,35.279999,36.236,34.529999,36.195999,36.195999,72070000
07-10-2013,36.492001,37.346001,36.051998,36.613998,36.613998,57428000
08-10-2013,36.880001,37.186001,34.641998,34.945999,34.945999,68786000
09-10-2013,34.945999,34.998001,32.299999,33.756001,33.756001,76582500
10-10-2013,34.618,35.150002,33.938,34.585999,34.585999,44419500
11-10-2013,34.549999,35.858002,34.240002,35.740002,35.740002,41555500
14-10-2013,35,36.5,34.830002,35.944,35.944,38848000
15-10-2013,37.056,37.757999,36.636002,36.787998,36.787998,54892500
16-10-2013,36.98,37.459999,36.417999,36.712002,36.712002,41027000
17-10-2013,36.708,36.959999,36.198002,36.560001,36.560001,33525000
18-10-2013,36.830002,37.192001,36.504002,36.68,36.68,29654000
21-10-2013,36.655998,36.678001,34.200001,34.52,34.52,57660500
22-10-2013,34.099998,35.556,33.222,34.307999,34.307999,56933500
23-10-2013,33.782001,34.362,32.029999,32.900002,32.900002,66602000
24-10-2013,33,34.900002,32.566002,34.630001,34.630001,54128500
25-10-2013,34.841999,34.900002,33.360001,33.931999,33.931999,37977500
28-10-2013,34.035999,34.099998,32.439999,32.571999,32.571999,39208500
29-10-2013,32.551998,33.09,30.6,32.894001,32.894001,70558500
30-10-2013,32.925999,33.535999,31.634001,31.844,31.844,42009000
31-10-2013,31.134001,32.487999,30.66,31.988001,31.988001,46669000
01-11-2013,32.599998,33.18,32.082001,32.433998,32.433998,35903000
04-11-2013,33,35.077999,32.844002,35.040001,35.040001,65602000
05-11-2013,36,36.285999,34.271999,35.362,35.362,112335500
06-11-2013,30.962,32.146,29.27,30.232,30.232,155358500
07-11-2013,28.837999,29.129999,27.524,27.954,27.954,111423500
08-11-2013,27.296,28.120001,26.464001,27.59,27.59,112389500
11-11-2013,28.200001,29.084,27.42,28.940001,28.940001,69988000
12-11-2013,28.938,28.940001,27.236,27.559999,27.559999,74926000
13-11-2013,28.167999,28.474001,27.268,27.74,27.74,63291500
14-11-2013,27.784,28.08,26.822001,27.52,27.52,61018500
15-11-2013,27.370001,27.59,26.870001,27.09,27.09,49501000
18-11-2013,27.054001,27.09,23.922001,24.316,24.316,115691000
19-11-2013,23.886,25.799999,23.844,25.218,25.218,99081000
20-11-2013,25.216,25.49,23.812,24.222,24.222,69248000
21-11-2013,24.577999,24.958,24.049999,24.42,24.42,59519000
22-11-2013,24.316,24.549999,23.586,24.275999,24.275999,55483500
25-11-2013,24.9,25.167999,24.059999,24.167999,24.167999,51336500
26-11-2013,23.875999,24.544001,23.219999,24.1,24.1,69427500
27-11-2013,24.261999,25.389999,23.903999,25.388,25.388,61838000
29-11-2013,25.954,26.118,25.396,25.455999,25.455999,48581000
02-12-2013,25.27,25.709999,24.785999,24.834,24.834,38756000
03-12-2013,26.535999,28.988001,26.318001,28.940001,28.940001,128412000
04-12-2013,28.864,28.886,27.426001,27.790001,27.790001,65738500
05-12-2013,28.030001,28.67,27.9,28.096001,28.096001,46442000
06-12-2013,28.302,28.497999,27.26,27.472,27.472,39548000
09-12-2013,27.4,28.34,26.841999,28.32,28.32,45307500
10-12-2013,28.01,29.174,27.972,28.438,28.438,53741000
11-12-2013,28.375999,28.610001,27.898001,27.93,27.93,35689000
12-12-2013,27.940001,29.648001,27.705999,29.493999,29.493999,53839000
13-12-2013,29.610001,30.360001,29.464001,29.530001,29.530001,52959500
16-12-2013,29.695999,30.086,29.219999,29.587999,29.587999,33376500
17-12-2013,29.516001,30.926001,29.264,30.492001,30.492001,52475000
18-12-2013,30.448,30.98,29.190001,29.596001,29.596001,57909500
19-12-2013,29.379999,29.4,27.82,28.143999,28.143999,63700000
20-12-2013,28.316,28.870001,28.316,28.648001,28.648001,37063000
23-12-2013,28.969999,29.247999,28.52,28.709999,28.709999,26927500
24-12-2013,30,30.993999,29.964001,30.282,30.282,49707500
26-12-2013,31.007999,31.6,30.858,31.1,31.1,35647500
27-12-2013,31.059999,31.1,30.16,30.224001,30.224001,27301000
30-12-2013,30.224001,30.962,30.15,30.488001,30.488001,22337500
31-12-2013,30.464001,30.639999,29.732,30.086,30.086,21312000
02-01-2014,29.959999,30.496,29.309999,30.02,30.02,30942000
03-01-2014,30,30.438,29.719999,29.912001,29.912001,23475000
06-01-2014,30,30.08,29.048,29.4,29.4,26805500
07-01-2014,29.524,30.08,29.049999,29.872,29.872,25170500
08-01-2014,29.77,30.74,29.752001,30.256001,30.256001,30816000
09-01-2014,30.5,30.686001,29.370001,29.506001,29.506001,26910000
10-01-2014,29.691999,29.780001,28.450001,29.143999,29.143999,37230500
13-01-2014,29.156,29.4,27.563999,27.868,27.868,31580500
14-01-2014,28.1,32.400002,27.334,32.254002,32.254002,138035000
15-01-2014,33.689999,34.445999,32.419998,32.826,32.826,102328000
16-01-2014,32.5,34.540001,32.48,34.194,34.194,59797000
17-01-2014,34.037998,34.639999,33.59,34.001999,34.001999,46031000
21-01-2014,34.248001,35.458,34.161999,35.335999,35.335999,48673500
22-01-2014,35.562,36.063999,34.952,35.712002,35.712002,35113000
23-01-2014,35.445999,36.476002,34.683998,36.299999,36.299999,39337000
24-01-2014,35.57,36.096001,34.706001,34.919998,34.919998,38321500
27-01-2014,35.032001,35.584,32.942001,33.924,33.924,43582000
28-01-2014,34.299999,35.796001,34.200001,35.675999,35.675999,30467000
29-01-2014,35.060001,35.818001,34.625999,35.046001,35.046001,29677500
30-01-2014,35.599998,36.956001,35.402,36.568001,36.568001,42825000
31-01-2014,35.77,37.200001,35.702,36.282001,36.282001,32544000
03-02-2014,36.577999,36.976002,35.032001,35.422001,35.422001,33824500
04-02-2014,36.139999,36.32,35.240002,35.745998,35.745998,23431500
05-02-2014,35.66,36.118,33.872002,34.883999,34.883999,36340000
06-02-2014,35.259998,36.021999,35.200001,35.675999,35.675999,29208000
07-02-2014,36.202,37.326,35.919998,37.306,37.306,44642500
10-02-2014,37.868,39.860001,37.863998,39.312,39.312,64853500
11-02-2014,39.793999,40.439999,38.540001,39.324001,39.324001,53549500
12-02-2014,39.155998,39.653999,38.863998,39.063999,39.063999,25868500
13-02-2014,38.667999,40.543999,38.650002,39.925999,39.925999,40146500
14-02-2014,39.619999,40.375999,39.400002,39.646,39.646,30790000
18-02-2014,41.048,41.200001,40.271999,40.740002,40.740002,46664000
19-02-2014,40.740002,40.740002,38.681999,38.728001,38.728001,80845000
20-02-2014,43.001999,43.042,41.254002,41.993999,41.993999,90011500
21-02-2014,42.327999,42.796001,41.838001,41.919998,41.919998,39094000
24-02-2014,41.751999,43.672001,41.664001,43.529999,43.529999,41392000
25-02-2014,46,51.84,45.689999,49.599998,49.599998,163408500
26-02-2014,51.716,53,49.5,50.599998,50.599998,123023000
27-02-2014,52.25,52.380001,49.666,50.507999,50.507999,89729000
28-02-2014,49.93,50.535999,48.509998,48.962002,48.962002,72949000
03-03-2014,47.452,50.330002,46.998001,50.112,50.112,65446500
04-03-2014,51.695999,52,50.566002,50.967999,50.967999,43728000
05-03-2014,51.344002,51.397999,50.360001,50.532001,50.532001,29678500
06-03-2014,50.827999,51.5,49.889999,50.588001,50.588001,36805500
07-03-2014,50.588001,50.970001,48.882,49.242001,49.242001,39061500
10-03-2014,48.540001,48.599998,47.212002,47.768002,47.768002,38640500
11-03-2014,47.299999,48.919998,46.486,46.882,46.882,44050500
12-03-2014,46.299999,49.5,46.222,48.298,48.298,48772000
13-03-2014,48.757999,48.838001,46.799999,47.557999,47.557999,31181500
14-03-2014,47.057999,47.388,45.664001,46.194,46.194,41448500
17-03-2014,46.990002,47.585999,46.099998,46.796001,46.796001,29563000
18-03-2014,47.389999,48.299999,47.004002,48.007999,48.007999,31211500
19-03-2014,48.278,48.310001,46.702,47.167999,47.167999,25356500
20-03-2014,47.231998,47.849998,46.672001,46.981998,46.981998,19089500
21-03-2014,47.203999,47.240002,45.5,45.778,45.778,41084500
24-03-2014,45.950001,45.98,42.054001,44.034,44.034,56644000
25-03-2014,44.827999,45.41,43.580002,44.088001,44.088001,39327000
26-03-2014,44.389999,44.52,42.27,42.591999,42.591999,34536500
27-03-2014,42.473999,42.720001,40.599998,41.464001,41.464001,47478500
28-03-2014,42.560001,43.344002,42.054001,42.473999,42.473999,48424000
31-03-2014,43.299999,43.349998,41.278,41.689999,41.689999,41900000
01-04-2014,41.804001,43.632,41.716,43.394001,43.394001,36857000
02-04-2014,44,46.178001,43.610001,46.057999,46.057999,53911500
03-04-2014,46.060001,47.146,44.400002,45.080002,45.080002,54618500
04-04-2014,45.202,45.653999,42.25,42.445999,42.445999,56728000
07-04-2014,41.161999,43.240002,40.702,41.504002,41.504002,49277500
08-04-2014,42.009998,43.298,41.284,43.091999,43.091999,34446500
09-04-2014,43.352001,43.689999,42.178001,43.386002,43.386002,25789500
10-04-2014,43.363998,43.5,40.757999,40.838001,40.838001,36057500
11-04-2014,40.122002,41.400002,39.720001,40.756001,40.756001,45336000
14-04-2014,41.52,41.688,38.882,39.618,39.618,38515000
15-04-2014,39.818001,39.858002,36.863998,38.782001,38.782001,68296500
16-04-2014,39.400002,39.998001,38.164001,39.821999,39.821999,36011000
17-04-2014,39.922001,40.458,38.816002,39.624001,39.624001,29634000
21-04-2014,39.416,41.240002,38.799999,40.875999,40.875999,26291000
22-04-2014,41.271999,43.866001,41.001999,43.728001,43.728001,49023500
23-04-2014,43.265999,43.348,41.400002,41.598,41.598,36478000
24-04-2014,42.161999,42.560001,40.639999,41.571999,41.571999,27476000
25-04-2014,40.400002,41.34,39.529999,39.970001,39.970001,34983500
28-04-2014,40,40.757999,38.099998,39.702,39.702,35210000
29-04-2014,39.641998,41.43,39.105999,41.383999,41.383999,28895500
30-04-2014,40.720001,41.632,40.256001,41.577999,41.577999,22203000
01-05-2014,41.416,42.804001,41.138,41.546001,41.546001,27199500
02-05-2014,41.720001,42.271999,41.304001,42.181999,42.181999,20434000
05-05-2014,41.896,43.537998,41.703999,43.321999,43.321999,25735000
06-05-2014,43.32,43.731998,41.369999,41.456001,41.456001,28183500
07-05-2014,41.928001,42.040001,39.450001,40.27,40.27,50896500
08-05-2014,36.400002,38.880001,35.599998,35.717999,35.717999,100283000
09-05-2014,35.972,36.68,35.444,36.452,36.452,42476000
12-05-2014,36.773998,37.438,35.976002,36.933998,36.933998,35011500
13-05-2014,36.751999,38.268002,36.599998,38.032001,38.032001,35486000
14-05-2014,37.790001,38.695999,37.419998,38.124001,38.124001,27033500
15-05-2014,37.995998,38.532001,37.060001,37.717999,37.717999,30202000
16-05-2014,37.790001,38.408001,37.543999,38.312,38.312,22438500
19-05-2014,38.144001,39.377998,38,39.217999,39.217999,22858500
20-05-2014,39.388,39.866001,38.613998,39.060001,39.060001,27730500
21-05-2014,39.236,39.973999,38.958,39.889999,39.889999,26427000
22-05-2014,40.07,41.375999,39.911999,40.976002,40.976002,31072500
23-05-2014,40.905998,41.551998,40.5,41.459999,41.459999,20034000
27-05-2014,41.703999,42.773998,41.540001,42.312,42.312,26705500
28-05-2014,42.004002,42.554001,41.051998,42.048,42.048,27475500
29-05-2014,42.113998,42.498001,41.543999,42.048,42.048,18462500
30-05-2014,42.060001,42.959999,41.403999,41.554001,41.554001,27905500
02-06-2014,41.466,41.869999,40.334,40.939999,40.939999,23340500
03-06-2014,40.698002,41.599998,40.518002,40.987999,40.987999,19304000
04-06-2014,40.869999,41.251999,40.080002,40.798,40.798,17137000
05-06-2014,40.894001,41.84,40.810001,41.380001,41.380001,20273000
06-06-2014,41.950001,42.161999,41.436001,41.633999,41.633999,15369000
09-06-2014,41.59,41.998001,40.84,41.062,41.062,14028500
10-06-2014,40.886002,41.394001,40.310001,40.459999,40.459999,17573500
11-06-2014,40.299999,41,39.849998,40.894001,40.894001,19887500
12-06-2014,41.02,41.976002,40.542,40.703999,40.703999,29968500
13-06-2014,40.956001,41.358002,40.316002,41.284,41.284,17721500
16-06-2014,41.352001,45.098,41.251999,44.922001,44.922001,66232000
17-06-2014,44.821999,47.108002,44.57,46.334,46.334,66524500
18-06-2014,46.299999,46.341999,45.223999,45.424,45.424,34701000
19-06-2014,45.776001,47.062,45.400002,45.557999,45.557999,43965500
20-06-2014,45.703999,46.257999,45.240002,45.917999,45.917999,24519500
23-06-2014,45.902,47.798,45.644001,47.444,47.444,38955500
24-06-2014,47.793999,48.375999,46.326,46.5,46.5,40379500
25-06-2014,46.610001,47.509998,46.048,47.377998,47.377998,29008000
26-06-2014,47.433998,48.080002,46.841999,47.119999,47.119999,25607000
27-06-2014,46.938,48,46.900002,47.812,47.812,28175000
30-06-2014,47.91,48.897999,47.799999,48.012001,48.012001,24143000
01-07-2014,48.492001,48.688,47.740002,47.944,47.944,21680500
02-07-2014,48.132,48.466,45.414001,45.886002,45.886002,40137000
03-07-2014,46.257999,46.380001,44.799999,45.849998,45.849998,25833500
07-07-2014,45.5,45.956001,44.080002,44.532001,44.532001,29468500
08-07-2014,43.73,44.192001,42.854,43.813999,43.813999,39181000
09-07-2014,44.254002,44.844002,43.841999,44.612,44.612,20577000
10-07-2014,43.436001,44.444,43.208,43.891998,43.891998,24319500
11-07-2014,44.122002,44.32,43.52,43.625999,43.625999,16511500
14-07-2014,43.998001,45.757999,43.09,45.34,45.34,36016000
15-07-2014,45.346001,45.529999,43.619999,43.916,43.916,28592500
16-07-2014,44.363998,44.959999,43.363998,43.431999,43.431999,20222500
17-07-2014,43.231998,44.110001,42.720001,43.080002,43.080002,23247000
18-07-2014,43.189999,44.242001,43.186001,44.004002,44.004002,21268500
21-07-2014,43.450001,44.641998,43.344002,44.108002,44.108002,19111000
22-07-2014,44.438,44.66,43.821999,43.916,43.916,13650000
23-07-2014,44.001999,44.950001,43.886002,44.498001,44.498001,15416500
24-07-2014,44.650002,45.02,44.16,44.708,44.708,16227500
25-07-2014,44.543999,45.394001,44.349998,44.714001,44.714001,15435500
28-07-2014,44.849998,46.400002,44.279999,44.964001,44.964001,32571500
29-07-2014,45.321999,45.66,44.972,45.001999,45.001999,16912000
30-07-2014,44.383999,45.919998,44.208,45.784,45.784,24639000
31-07-2014,45.852001,46.279999,44.299999,44.66,44.66,38745500
01-08-2014,45.217999,47.5,45.200001,46.653999,46.653999,59479000
04-08-2014,46.875999,48.099998,46.653999,47.703999,47.703999,29798500
05-08-2014,47.493999,48.598,47.138,47.698002,47.698002,26943000
06-08-2014,47.779999,50.284,47.716,49.785999,49.785999,46246500
07-08-2014,50.023998,51.338001,49.824001,50.478001,50.478001,37394500
08-08-2014,50.231998,50.352001,49.299999,49.625999,49.625999,25450500
11-08-2014,51.096001,52.748001,51,51.863998,51.863998,40506500
12-08-2014,51.616001,52.060001,50.916,51.992001,51.992001,31911500
13-08-2014,52.402,53.127998,51.922001,52.062,52.062,34663000
14-08-2014,52.498001,52.599998,51.299999,52.276001,52.276001,20633000
15-08-2014,52.296001,52.417999,51.700001,52.402,52.402,19339500
18-08-2014,52.650002,53.452,51.950001,51.987999,51.987999,29246000
19-08-2014,51.773998,51.866001,50.324001,51.352001,51.352001,26674000
20-08-2014,50.933998,51.748001,50.599998,51.141998,51.141998,15139500
21-08-2014,51.304001,51.759998,50.652,50.868,50.868,14578000
22-08-2014,50.908001,51.389999,50.521999,51.355999,51.355999,14167000
25-08-2014,51.638,52.736,51.638,52.509998,52.509998,21590500
26-08-2014,52.995998,53.099998,52.332001,52.348,52.348,19090000
27-08-2014,52.700001,52.848,52.057999,52.650002,52.650002,14925500
28-08-2014,52.377998,52.896,52.327999,52.771999,52.771999,14224500
29-08-2014,53.740002,54.400002,53.501999,53.939999,53.939999,32235500
02-09-2014,55.099998,56.978001,54.860001,56.824001,56.824001,49262000
03-09-2014,57.534,57.599998,56.02,56.237999,56.237999,33861500
04-09-2014,56.801998,58.284,56.080002,57.208,57.208,41708500
05-09-2014,56.509998,56.580002,54.501999,55.478001,55.478001,55849500
08-09-2014,55.523998,56.976002,55.504002,56.422001,56.422001,27508000
09-09-2014,56.598,57.098,55.400002,55.695999,55.695999,22794000
10-09-2014,55.900002,56.282001,54.731998,56.220001,56.220001,18906500
11-09-2014,56.091999,56.958,55.726002,56.062,56.062,18830500
12-09-2014,56.099998,56.478001,55.400002,55.84,55.84,16623000
15-09-2014,54.874001,54.880001,49.826,50.771999,50.771999,82277000
16-09-2014,51.029999,52.492001,50.484001,52.147999,52.147999,41500500
17-09-2014,52.481998,52.939999,51.900002,52.276001,52.276001,25888500
18-09-2014,52.672001,53.119999,52.464001,52.764,52.764,18463000
19-09-2014,51.598,52.285999,51.054001,51.863998,51.863998,34054500
22-09-2014,51,51.203999,48.942001,50.006001,50.006001,41070500
23-09-2014,49.043999,50.759998,49,50.082001,50.082001,28293500
24-09-2014,50.223999,50.568001,49.408001,50.428001,50.428001,18747500
25-09-2014,50.504002,50.992001,49.220001,49.389999,49.389999,24171000
26-09-2014,49.650002,49.945999,49.214001,49.32,49.32,18977000
29-09-2014,48.799999,49.728001,48.276001,49.051998,49.051998,24263500
30-09-2014,49.383999,49.529999,48.023998,48.535999,48.535999,21191500
01-10-2014,48.439999,48.532001,47.130001,48.048,48.048,29708500
02-10-2014,50.040001,50.557999,49.071999,50.284,50.284,44991000
03-10-2014,50.612,51.299999,50.206001,51.042,51.042,27031500
06-10-2014,51.826,52.498001,51.560001,52.124001,52.124001,38566500
07-10-2014,51.706001,52.292,51.146,51.914001,51.914001,22427500
08-10-2014,52.02,52.576,50.528,51.855999,51.855999,25275500
09-10-2014,52.450001,53.108002,50.880001,51.402,51.402,36806500
10-10-2014,48.928001,49.178001,47.040001,47.382,47.382,64441500
13-10-2014,47.714001,47.792,44.200001,44.917999,44.917999,56343500
14-10-2014,45.650002,46.493999,44.599998,45.411999,45.411999,35526500
15-10-2014,44,46.198002,43.464001,45.939999,45.939999,45736500
16-10-2014,43.944,45.984001,43.82,45.27,45.27,26996500
17-10-2014,46.675999,46.953999,45.310001,45.495998,45.495998,52747000
20-10-2014,45.344002,46.48,45.102001,46.094002,46.094002,17472000
21-10-2014,46.854,47.077999,46.16,47.068001,47.068001,20651500
22-10-2014,46.638,47.478001,46.112,46.220001,46.220001,20583000
23-10-2014,46.931999,47.256001,46.400002,47.057999,47.057999,17462000
24-10-2014,47.254002,47.560001,46.240002,47.048,47.048,17316500
27-10-2014,46.849998,46.922001,44.062,44.334,44.334,47766500
28-10-2014,45.919998,48.919998,45.650002,48.554001,48.554001,52581500
29-10-2014,48.226002,48.299999,47.127998,47.619999,47.619999,24812500
30-10-2014,47.627998,48.099998,47.012001,47.731998,47.731998,16142000
31-10-2014,48.501999,48.624001,47.75,48.34,48.34,18876500
03-11-2014,48.599998,49.512001,48.264,48.518002,48.518002,21019000
04-11-2014,48.098,48.470001,47.306,47.785999,47.785999,18413000
05-11-2014,48.200001,48.271999,46.105999,46.194,46.194,45229500
06-11-2014,46.897999,49.338001,45.700001,48.243999,48.243999,76773500
07-11-2014,48.438,48.568001,47.439999,48.040001,48.040001,25805000
10-11-2014,47.821999,48.576,47.360001,48.386002,48.386002,22886000
11-11-2014,48.509998,50.363998,48.400002,50.216,50.216,39744000
12-11-2014,49.944,50.467999,49.116001,49.82,49.82,29354000
13-11-2014,50.124001,51.150002,50.049999,50.34,50.34,31180000
14-11-2014,50,51.77,49.700001,51.736,51.736,30505500
17-11-2014,51.498001,51.799999,50.403999,50.796001,50.796001,20128500
18-11-2014,51.172001,51.998001,51.102001,51.540001,51.540001,22365000
19-11-2014,50.122002,50.375999,49.119999,49.548,49.548,39592500
20-11-2014,49.59,50.186001,49.200001,49.742001,49.742001,17936000
21-11-2014,50.442001,50.556,48.433998,48.556,48.556,37425500
24-11-2014,49.040001,49.52,48.127998,49.344002,49.344002,23948500
25-11-2014,49.470001,49.944,49.217999,49.618,49.618,15799000
26-11-2014,49.667999,49.799999,49.32,49.688,49.688,9906000
28-11-2014,49.07,49.338001,48.504002,48.903999,48.903999,10598500
01-12-2014,48.231998,48.493999,45.801998,46.327999,46.327999,43097000
02-12-2014,46.914001,46.976002,45.599998,46.285999,46.285999,29435000
03-12-2014,45.25,45.944,45.099998,45.860001,45.860001,26538500
04-12-2014,45.720001,46.18,45.562,45.655998,45.655998,19278000
05-12-2014,45.734001,45.877998,44.452,44.742001,44.742001,30318000
08-12-2014,44.307999,44.972,42.467999,42.872002,42.872002,46128000
09-12-2014,41.868,43.546001,40.854,43.377998,43.377998,47157500
10-12-2014,42.826,43.354,41.540001,41.967999,41.967999,36570500
11-12-2014,42.105999,43.085999,41.646,41.776001,41.776001,33472000
12-12-2014,40.964001,42.335999,40.900002,41.400002,41.400002,35869000
15-12-2014,41.858002,41.959999,40.534,40.807999,40.807999,26091500
16-12-2014,40.178001,40.736,39.074001,39.562,39.562,42130500
17-12-2014,38.612,41.330002,38.529999,41.164001,41.164001,36839000
18-12-2014,42.476002,43.688,42.360001,43.652,43.652,37416500
19-12-2014,44.037998,44.080002,42.900002,43.858002,43.858002,34552500
22-12-2014,44,44.812,43.652,44.52,44.52,23997000
23-12-2014,44.762001,44.863998,43.903999,44.194,44.194,22528500
24-12-2014,43.953999,44.5,43.849998,44.452,44.452,6661000
26-12-2014,44.301998,45.700001,44.299999,45.563999,45.563999,16635000
29-12-2014,45.380001,45.582001,44.804001,45.141998,45.141998,14012500
30-12-2014,44.798,45.130001,44.279999,44.445999,44.445999,14516000
31-12-2014,44.618,45.136002,44.450001,44.481998,44.481998,11487500
02-01-2015,44.574001,44.650002,42.652,43.862,43.862,23822000
05-01-2015,42.91,43.299999,41.431999,42.018002,42.018002,26842500
06-01-2015,42.012001,42.84,40.841999,42.256001,42.256001,31309500
07-01-2015,42.669998,42.956001,41.956001,42.189999,42.189999,14842000
08-01-2015,42.562,42.759998,42.001999,42.124001,42.124001,17212500
09-01-2015,41.784,41.995998,40.992001,41.332001,41.332001,23341500
12-01-2015,40.610001,40.894001,39.849998,40.442001,40.442001,29751500
13-01-2015,40.664001,41.521999,40.181999,40.849998,40.849998,22386500
14-01-2015,37.166,39.040001,37,38.537998,38.537998,57759500
15-01-2015,38.897999,39.150002,38,38.374001,38.374001,26082500
16-01-2015,38.139999,38.897999,37.93,38.613998,38.613998,18016000
20-01-2015,38.773998,38.824001,37.408001,38.386002,38.386002,22516000
21-01-2015,37.91,39.736,37.902,39.313999,39.313999,20765000
22-01-2015,39.400002,40.647999,39.040001,40.324001,40.324001,20584500
23-01-2015,40.057999,40.700001,39.666,40.257999,40.257999,17193000
26-01-2015,40.366001,41.723999,40.209999,41.310001,41.310001,16172500
27-01-2015,40.883999,41.605999,40.66,41.195999,41.195999,13905000
28-01-2015,41.222,41.273998,39.683998,39.874001,39.874001,15748000
29-01-2015,40.214001,41.195999,39.299999,41.040001,41.040001,17740500
30-01-2015,40.792,41.493999,40.599998,40.720001,40.720001,15035000
02-02-2015,40.793999,42.389999,40.66,42.188,42.188,20746000
03-02-2015,42.644001,44.074001,42.254002,43.672001,43.672001,24131000
04-02-2015,43.658001,44.296001,43.360001,43.709999,43.709999,16527000
05-02-2015,43.976002,45.096001,43.928001,44.198002,44.198002,17614500
06-02-2015,44.400002,44.68,43.299999,43.472,43.472,16219500
09-02-2015,43.076,43.585999,42.397999,43.495998,43.495998,17362000
10-02-2015,43.509998,44.099998,43,43.257999,43.257999,26952500
11-02-2015,42.442001,42.948002,41.456001,42.560001,42.560001,48845500
12-02-2015,38.714001,40.618,38.655998,40.576,40.576,78248000
13-02-2015,40.580002,41.198002,40.181999,40.754002,40.754002,30955000
17-02-2015,41.139999,41.139999,40.299999,40.869999,40.869999,19898000
18-02-2015,40.834,41.234001,40.52,40.891998,40.891998,13568000
19-02-2015,41,42.487999,40.75,42.341999,42.341999,25770500
20-02-2015,42.155998,43.52,41.962002,43.422001,43.422001,29910500
23-02-2015,43.132,43.639999,41.265999,41.467999,41.467999,42499000
24-02-2015,41.458,41.458,40.34,40.821999,40.821999,33018000
25-02-2015,40.987999,41.428001,40.515999,40.751999,40.751999,19547500
26-02-2015,40.799999,42.217999,40.444,41.438,41.438,32364500
27-02-2015,41.380001,41.709999,40.560001,40.667999,40.667999,19410500
02-03-2015,40.540001,40.667999,39.166,39.466,39.466,39610500
03-03-2015,39.362,40.048,39.063999,39.911999,39.911999,22161500
04-03-2015,39.849998,40.504002,39.442001,40.487999,40.487999,21110000
05-03-2015,40.57,41.237999,40.029999,40.125999,40.125999,24385000
06-03-2015,39.841999,40.150002,38.43,38.776001,38.776001,33562000
09-03-2015,38.877998,38.897999,37.650002,38.175999,38.175999,33683500
10-03-2015,37.692001,38.700001,37.52,38.063999,38.063999,27898500
11-03-2015,38.23,39.236,38.202,38.748001,38.748001,24874500
12-03-2015,38.75,38.889999,37.950001,38.214001,38.214001,20746500
13-03-2015,37.790001,38.349998,37.464001,37.736,37.736,27171500
16-03-2015,38.400002,39.181999,37.959999,39.139999,39.139999,28144000
17-03-2015,39.085999,39.742001,38.787998,38.945999,38.945999,24470500
18-03-2015,38.992001,40.175999,38.622002,40.141998,40.141998,24104500
19-03-2015,40.400002,40.917999,38.905998,39.130001,39.130001,42376000
20-03-2015,39.490002,39.798,39.124001,39.616001,39.616001,21347500
23-03-2015,39.700001,40.099998,39.493999,39.925999,39.925999,13158000
24-03-2015,40.316002,40.757999,39.950001,40.344002,40.344002,18249500
25-03-2015,39.653999,39.717999,38.540001,38.860001,38.860001,28652000
26-03-2015,38.784,38.958,37.939999,38.082001,38.082001,20640000
27-03-2015,37.813999,37.858002,36.279999,37,37,43024500
30-03-2015,37.169998,38.450001,36.360001,38.113998,38.113998,50447500
31-03-2015,38.706001,38.751999,37.681999,37.754002,37.754002,25133000
01-04-2015,37.740002,38.459999,37.209999,37.518002,37.518002,18973000
02-04-2015,38.046001,38.646,38,38.200001,38.200001,25052000
06-04-2015,39.599998,41.549999,39.5,40.619999,40.619999,62279000
07-04-2015,40.501999,41.012001,40.228001,40.650002,40.650002,21739500
08-04-2015,41.639999,42.18,41.174,41.534,41.534,31515500
09-04-2015,41.686001,42.074001,41.223999,42.018002,42.018002,19001000
10-04-2015,41.970001,42.330002,41.799999,42.18,42.18,20338500
13-04-2015,42.088001,42.599998,41.810001,41.956001,41.956001,18791000
14-04-2015,41.714001,41.897999,41.099998,41.492001,41.492001,15130000
15-04-2015,41.492001,41.917999,41.32,41.566002,41.566002,9762000
16-04-2015,41.540001,41.834,41.257999,41.34,41.34,8295500
17-04-2015,40.998001,41.375999,40.700001,41.358002,41.358002,12349500
20-04-2015,41.355999,41.57,40.77,41.054001,41.054001,12796500
21-04-2015,41.16,42.150002,40.862,41.882,41.882,17162500
22-04-2015,42.5,44.375999,42.338001,43.888,43.888,39315000
23-04-2015,43.653999,44.296001,43.43,43.720001,43.720001,22056000
24-04-2015,44.099998,44.16,43.602001,43.686001,43.686001,12139000
27-04-2015,44.512001,47.75,44.400002,46.310001,46.310001,58363000
28-04-2015,46.950001,47.099998,45.605999,46.096001,46.096001,30427000
29-04-2015,46.009998,46.993999,45.526001,46.490002,46.490002,19680500
30-04-2015,46.077999,46.577999,45.034,45.209999,45.209999,19559500
01-05-2015,45.987999,46.354,44.082001,45.206001,45.206001,26408500
04-05-2015,45.636002,46.945999,45.422001,46.102001,46.102001,22173000
05-05-2015,47.551998,47.900002,45.826,46.59,46.59,28984500
06-05-2015,46.82,46.894001,45.639999,46.085999,46.085999,26354500
07-05-2015,44.200001,47.495998,44.049999,47.360001,47.360001,47279500
08-05-2015,47.198002,47.681999,46.740002,47.321999,47.321999,23341000
11-05-2015,47.257999,48.576,47.062,47.897999,47.897999,28361500
12-05-2015,48.021999,49.27,47.638,48.948002,48.948002,31817000
13-05-2015,49.521999,49.66,48.450001,48.636002,48.636002,27201000
